overall.token.number	speaker.id	t.or.s	wl.or.rp	nationality	countrybirth.t	ethnicity	school	form.s	education.t	interview.1(liveadabroad)	interview.2(durationabroad)	interview3(attitudes.etc)	lexical set	mono.or.di	age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	F*1_normalized	F*2_normalized	F*1gl_normalized	F*2gl_normalized	euclid.onset.glide.norm	euclid.dist.token.to.mean.onset	euclid.dist.token.to.mean.glide	nFormants	oFormants		poles	bandwidths	man.check	nFormants.man	reliabel	besser.als.default	comment	pot.exclusion.nachIQR	pot.exclusion.numeric	pot.exclusion.nachEuclidtoMeanperVowel	pot.exclusion.both.euclid.visual
579	5	s	WL	TT	Trinidad	MT	FC						BATH	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AE	1	sp	after	sp	720.4	1172.8	2558.5	56.1	84.8	64.7	11.686	11.598	11.773	0.175	ae	fricative	labiodental	voiceless		complex_one_syl			SP	F	initial	1	SP	AE1 F T ER0	SP	746.2478	1196.7736	733.7976	1193.8908	720.4157	1172.7533	714.6189	1168.0679	695.4246	1137.2422	547.485	1206.18				64.5852121232		4	4	[913.790933011569, 2516.1812729318203],[720.4157053002248, 1172.7532758209557, 2558.5310433101913, 4165.948268340926],[716.0402599308348, 1164.7610389745137, 2324.982240294045, 2562.493509761226, 4211.001593974241],[710.0700091951207, 1154.8059962331254, 1649.6317214220708, 2567.07274859726, 4158.151434021295, 4277.035036373006]	[145.02084785099598, 528.5733625690012],[56.12428398199683, 84.76477776082703, 64.70797709886031, 614.1757914987077],[51.472334953757915, 82.77121510884672, 3057.098064487032, 76.80779260067257, 478.7167905982852],[48.82120540393602, 91.95159978351273, 1727.7321878939908, 65.12707187053178, 546.446056428044, 3595.3546952137735]			4	2	2			99	99	99
581	5	s	WL	TT	Trinidad	MT	FC						BATH	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AE	1	sp	dance	sp	748.8	1475.8	2726.7	66.3	130	310.6	13.633	13.586	13.679	0.093	ae	nasal	apical	voiced	oral_apical	complex_coda			D	N	internal	2	SP	D AE1 N S	SP	677.0717	1571.7831	717.6538	1533.9956	748.8299	1475.7573	765.6285	1435.1976	774.0843	1428.4788	569.069	1389.888				129.1079100017		4	4	[858.1017923009722, 1731.875431081517, 3619.3401174542887],[748.8299041300832, 1475.7573179675346, 2726.651995774962, 4001.312856187767],[736.1690993549928, 1434.1808053390612, 2357.1810636325586, 2863.797017150829, 4064.5537882591143],[733.891677920244, 1421.363343896304, 2128.534646939961, 2869.340204686004, 4029.7162427898124]	[309.1515449041913, 760.5788923178544, 881.9945497611722],[66.2736139345475, 130.0489523006558, 310.6198161130986, 282.17775359948047],[45.09397952775405, 129.86970890455797, 1219.1334424830184, 547.9948042798715, 209.48112492375037],[40.82151786950957, 131.3973437392329, 924.7202163386239, 358.4871449053544, 202.6131398435061]			4	2	2			99	99	99
595	5	s	RP	TT	Trinidad	MT	FC						BATH	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AE	1	sp	sample	sp	770.7	1219.9	1688.7	143.4	154.8	2517.8	3.452	3.408	3.497	0.089	ae	nasal	labial	voiced	oral_apical	complex_one_syl			S	M	internal	2	SP	S AE1 M P AH0 L	SP	680.8473	1277.9622	722.6884	1231.6144	754.6862	1181.385	745.5268	1155.8399	689.4989	1038.7044	585.773	1234.831				26.9212059537		6	4	[971.7626417155158, 1243.1237295350234, 4287.783859105603],[786.6914499023294, 1231.9839165065248, 2982.10264358728],[766.8532101546805, 1212.2984263408382, 1627.6015643690912, 3015.6321570016353],[754.6861555273389, 1181.385015048068, 1675.0550208759144, 2943.335958540503, 3976.655474721955]	[276.97674153850124, 1008.3367585555342, 2485.5007788850935],[152.1117057972749, 152.63546062617493, 524.7001666928522],[153.74037587770073, 168.06210648086304, 1855.9588649431935, 409.96666916709563],[128.3463429489649, 147.343717983319, 673.9380383550025, 202.78860467757977, 599.9593254566624]			5	3	2			99	99	99
600	5	s	RP	TT	Trinidad	MT	FC						BATH	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AE	1	sp	bath	sp	726.2	1130.4	2643.3	43.1	73	283.7	6.8	6.726	6.875	0.149	ae	fricative	interdental	voiceless	oral_labial				B	TH	internal	2	SP	B AE1 TH	SP	668.1489	1107.2829	684.6581	1118.6001	726.247	1130.4006	732.8402	1118.7335	699.1244	1212.7621	551.896	1180.618				85.8355820159		4	4	[855.9879755434689, 1380.141616829827],[726.2470233985931, 1130.4005581065385, 2643.2754642985897, 4603.622912848835],[737.3449783482009, 1145.0389499342518, 2579.6156412178752, 3944.356319629688],[717.4738864844056, 1045.0913486130269, 1146.7373898476144, 2601.718425681003, 3937.6793936342756]	[157.15849917188783, 1333.8861780361458],[43.14108210157929, 72.99985214964273, 283.6599504522616, 673.2641040965095],[36.25860443416015, 46.18064972547468, 118.62710394889326, 457.05478961304726],[55.741115650654706, 765.1664901661826, 121.7926868601479, 72.27548986497307, 294.6885597672779]			4	2	2			99	99	99
669	5	s	RP	TT	Trinidad	MT	FC						BATH	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AE	1	sp	dance	sp	770.3	1350.1	2527.2	53.3	124.9	920.6	55.071	55.009	55.133	0.124	ae	nasal	apical	voiced	oral_apical	complex_coda			D	N	internal	2	SP	D AE1 N S	SP	740.2408	1505.3873	777.532	1430.2669	770.2815	1350.1137	782.981	1273.002	767.7983	1320.6782	585.492	1313.764				52.6093292107		5	5	[786.6074135203278, 1410.6118585085806, 3889.1328007579746],[767.683689109765, 1363.7135278407409, 3603.3531243023476],[770.2815414173191, 1350.1136614355, 2527.186903176457, 3729.962826343079],[747.892845038585, 979.8016152364725, 1409.623907042538, 2746.6114808217694, 3768.838301010415]	[113.00254037467263, 330.21266214288966, 562.5506806843816],[66.36032699085541, 178.57626164484097, 742.7585469657538],[53.270077239360766, 124.93846900396574, 920.5869890864268, 279.75218017977676],[90.0783812186001, 668.9338795967202, 178.9050741571442, 516.1119712838724, 188.64708270685097]			5	2	4			99	99	99
735	6	s	WL	TT	Trinidad	IT	SJC						BATH	m	16						./INPUTFILES/Students/SJC_5_Kriya/	F		0			AE	1	sp	dance	sp	813.5	1444.3	1790.5	71.5	66.5	134.2	8.884	8.788	8.981	0.193	ae	nasal	apical	voiced	oral_apical	complex_coda			D	N	internal	2	SP	D AE1 N S	SP	884.0549	1437.0501	849.9687	1490.1639	813.1582	1444.0591	803.9443	1455.7088	819.3027	1498.1976	464.996	1174.719				144.8402316244		6	6	[1218.8305938251715, 1494.2757945619794, 3820.4360334811604],[1076.6703954522447, 1593.0025856520076, 3579.56588741555],[897.033090918284, 1528.8020248790215, 1939.563465419427, 3579.9139498440713, 5066.157351946742],[813.4572502465201, 1444.3486582773828, 1790.523944407986, 3432.839495295261, 3660.1072806283278, 5176.166845399268]	[1619.9106074954873, 202.28399015676004, 704.5623710611421],[388.1791555509865, 127.39185299861582, 233.51864830965638],[266.4474636754415, 129.1008750793915, 755.7622414403445, 127.08744539590087, 907.4970738664582],[71.5029548121658, 66.4742104910235, 134.19840094970752, 513.2046001088391, 444.32464430231784, 713.1713762313101]			6	1	1		outlier_but_inWL	1	99	99
738	6	s	WL	TT	Trinidad	IT	SJC						BATH	m	16						./INPUTFILES/Students/SJC_5_Kriya/	F		0			AE	1	sp	after	sp	1020	1428	3182.5	76.4	76.4	170.9	11.627	11.551	11.702	0.151	ae	fricative	labiodental	voiceless		complex_one_syl			SP	F	initial	1	SP	AE1 F T ER0	SP	1009.6209	1431.5175	1018.8184	1454.3413	1020.028	1428.0389	980.1258	1375.6346	882.4169	1311.7024	571.697	1165.449				96.3489728539		5	4	[1183.3329006773738, 1558.33366715753, 3924.0162825371253],[1001.2951236530386, 1403.4965488554571, 3369.253443272266, 4308.102857192474],[1020.0280403838613, 1428.0389418396967, 3182.5433452410675, 4097.7956674669],[959.1556201281182, 1167.3054912564708, 1472.3227737807772, 3205.337482592117, 4099.66850768025]	[151.3356223741069, 1880.9176939588601, 526.4256653507638],[132.9104049120249, 151.6390705611048, 449.1180105720749, 478.8602959417742],[76.37706775191558, 76.3628125776887, 170.93259398278596, 146.11213673796018],[236.97133978279302, 487.71250950296326, 209.0224417985801, 93.05360856272513, 90.53529216468704]			5	1	4			99	99	99
755	6	s	RP	TT	Trinidad	IT	SJC						BATH	m	16						./INPUTFILES/Students/SJC_5_Kriya/	F		0			AE	1	sp	sample	sp	1031	1668.3	3826.9	130.3	386.3	403	2.026	1.976	2.075	0.099	ae	nasal	labial	voiced	oral_apical	complex_one_syl			S	M	internal	2	SP	S AE1 M P AH0 L	SP	1001.0374	1719.5051	1000.0577	1759.8635	1031.0279	1668.2505	1087.6335	1430.3051	1091.8465	1283.1559	577.421	1302.528				41.3502070732		3	3	[1031.0279372467394, 1668.250539030688, 3826.89086101392],[1033.9394851587226, 1647.9013792045016, 2220.1127307336683, 3926.9385071971838],[1028.950959843161, 1590.6419878516404, 2443.952223290021, 3909.346371346652],[831.2626116625804, 1070.3652097674553, 1704.9782969328444, 2671.428164038806, 3895.689323695562, 4794.599189785923]	[130.3142522321412, 386.2763417020412, 402.95832031756066],[161.11882645926565, 571.58943270467, 2569.525220597026, 302.81739795298364],[142.12972738209083, 452.6349611408424, 1187.1029678301059, 214.92236392647848],[748.9847252185854, 186.9624347055128, 331.4507311220475, 709.5160387311121, 173.58020892410616, 1496.2536434666624]			3	1	1			99	99	99
760	6	s	RP	TT	Trinidad	IT	SJC						BATH	m	16						./INPUTFILES/Students/SJC_5_Kriya/	F		0			AE	1	the	bath	hotel	918.5	1391.2	3134.7	39.8	80.1	270.1	5.595	5.527	5.662	0.135	ae	fricative	interdental	voiceless	oral_labial				B	TH	internal	2	DH AH0	B AE1 TH	HH OW0 T EH0 L	893.8392	1347.4814	908.1637	1380.149	918.5302	1391.152	958.5416	1461.8772	951.7873	1273.9076	519.238	1144.382				132.3011970014		4	4	[1020.899525216698, 1590.148149165655, 3919.368480975869],[918.5302141656467, 1391.1519558340995, 3134.684286714055, 4134.755404821185],[915.564038195949, 1384.3939348584015, 3115.9959664996077, 3163.941245494072, 4131.17162184996],[911.9432984099917, 1343.8556878775291, 1388.4323557096789, 3066.5837568033003, 4125.485479203467, 4144.57286460102]	[164.2851726505737, 893.4757596868524, 310.1974496781375],[39.751409162971385, 80.06232314574287, 270.0559734294054, 110.99138805054326],[34.18547072385426, 70.98573643433694, 303.05723689822565, 5307.583266635026, 122.75611545751639],[41.121605721036204, 1489.1427638821638, 96.86484842638026, 204.75189371668395, 240.81453600310712, 906.7676997122438]			4	2	2			99	99	99
768	6	s	RP	TT	Trinidad	IT	SJC						BATH	m	16						./INPUTFILES/Students/SJC_5_Kriya/	F		0			AE	1	sp	bath	hotel	899.7	1397.4	3059.5	70.6	88.3	241	46.227	46.163	46.29	0.127	ae	fricative	interdental	voiceless	oral_labial				B	TH	internal	2	SP	B AE1 TH	HH OW0 T EH0 L	899.4504	1369.492	912.9425	1388.6748	913.2201	1413.16	958.4964	1476.2192	962.513	1075.2469	509.572	1148.034				133.9837441632		5	5	[1080.2656591551422, 1528.261518350012, 3570.8709979592927],[900.3778321136069, 1399.5778238290127, 3065.0681200878253, 4059.3092720619275],[914.2120751987588, 1417.5122962465107, 3092.4655397720876, 4087.3901812048953],[872.00813524528, 1244.769244220884, 1458.801341386803, 3069.950499623877, 4027.646593561018, 4288.8382223390245]	[248.3998012731555, 1178.727156489098, 488.2496940157393],[71.75210574921894, 90.6965053162647, 238.61720364136062, 300.176406797161],[89.41499586491929, 108.12929222534329, 185.7736567012536, 233.78384825622624],[127.56501867239025, 596.4372407903089, 240.3427263688015, 115.49917047204703, 331.90707633171985, 1178.6366804084025]			4	3	4			99	99	99
771	6	s	RP	TT	Trinidad	IT	SJC						BATH	m	16						./INPUTFILES/Students/SJC_5_Kriya/	F		0			AE	1	sp	sample	sp	953.8	1510.5	2266	167.2	128.1	664.1	50.584	50.536	50.631	0.095	ae	nasal	labial	voiced	oral_apical	complex_one_syl			S	M	internal	2	SP	S AE1 M P AH0 L	SP	830.7753	1501.8907	903.5217	1601.3309	957.1807	1518.9976	1014.6475	1450.8356	965.8137	1306.0261	537.538	1212.64				65.3268380071		5	4	[1048.1885892591079, 1602.889219139534, 3605.928588428992],[952.5202958770649, 1510.9351456205918, 2244.9548416573143, 3893.747748885612],[957.1806790310616, 1518.9976127142832, 2291.642288463499, 2297.012058804996, 3925.0125445742824],[909.6148373766483, 1475.037470113141, 1685.5164895674639, 2682.7654715507188, 3916.3568886656467]	[220.91382050555148, 162.29266404204594, 670.596156072578],[170.6529714942774, 136.914237276443, 630.3184186751181, 191.11414428122234],[193.2129911636001, 159.79101363753014, 3420.8165439198, 880.0301471515386, 182.8163189293463],[196.92297457595248, 279.8993854924425, 609.3542233956855, 587.1752245203497, 99.33645859787322]			4	4	4			99	99	99
776	6	s	RP	TT	Trinidad	IT	SJC						BATH	m	16						./INPUTFILES/Students/SJC_5_Kriya/	F		0			AE	1	sp	bath	hotel	910.9	1482.1	3135.4	61.6	115.2	308	54.067	53.998	54.136	0.138	ae	fricative	interdental	voiceless	oral_labial				B	TH	internal	2	SP	B AE1 TH	HH OW0 T EH0 L	881.1305	1489.9961	889.0044	1493.297	903.7056	1466.6721	917.0108	1489.8943	926.2094	1570.2122	515.297	1196.348				92.473580838		5	5	[1039.0444409503286, 1683.4060664276283, 3705.632819482595],[910.833024061904, 1482.3350377154602, 3134.3073299319394, 4150.57941733915],[903.7055685739667, 1466.672106264003, 2231.763270662604, 3233.3241261094663, 4241.525167619629],[880.7941239009908, 1310.3963198178321, 1551.3231013748443, 3074.0395078418755, 3671.107849757774, 4358.566420743694]	[237.43554754426913, 1028.5019084842336, 515.0868841193862],[61.54519226170315, 115.15043433512649, 307.46149706368357, 352.32305334025136],[65.43739302041787, 146.71444914062633, 2112.716573230184, 277.33265322852856, 234.08684450740864],[79.94000103963936, 540.8404447208941, 286.30155986468975, 263.61820684695505, 546.647389056267, 206.80482709147742]			4	3	4			99	99	99
843	6	s	RP	TT	Trinidad	IT	SJC						BATH	m	16						./INPUTFILES/Students/SJC_5_Kriya/	F		0			AE	1	and	dance	sp	950	1590.7	2920.6	48	103.7	380.5	101.276	101.189	101.363	0.174	ae	nasal	apical	voiced	oral_apical	complex_coda			D	N	internal	2	AE1 N	D AE1 N S	SP	904.4469	1705.5744	968.4827	1645.0187	956.6433	1618.0521	928.4128	1581.8692	855.1092	1575.092	535.567	1258.427				45.6061261017		4	4	[1082.2573523052113, 1929.160246813824, 3504.6653874295025],[956.6433183614073, 1618.0520994902076, 3107.3431697386495],[949.8407156825155, 1590.7104278880167, 2921.1843422380257, 3613.6686873769504],[934.3954428368636, 1287.466813711747, 1622.3776840043745, 2926.0259868863486, 3637.423343075436]	[246.27923978421825, 1249.1623224401878, 1487.4077372935471],[70.11594495871718, 160.0420427927261, 264.33776105016386],[48.062341678971144, 103.37371350911955, 378.59921249928135, 670.0554196261327],[66.79648540961335, 965.0279081284601, 163.75611885681678, 209.86597707145216, 379.0054200354656]			5	2	2			99	99	99
898	7	t	WL	TT	England	IT	ARI			yes	>6		BATH	m	36						./INPUTFILES/Teachers/ARI_Dass/	F		0			AE	1	sp	dance	sp	921.6	1488.6	3065.7	267	174.9	374.1	34.677	34.623	34.732	0.109	ae	nasal	apical	voiced	oral_apical	complex_coda			D	N	internal	2	SP	D AE1 N S	SP	844.8281	1634.9581	912.9543	1535.3923	921.6375	1488.5954	891.1629	1437.7289	950.4017	1425.1382	588.589	1248.315				15.0344838954		5	5	[1313.9114330610657, 3227.30779155568],[990.0365536627908, 1511.696374122046, 3122.205881103133, 4353.546795083373],[921.6374854268878, 1488.5953962103135, 3065.701318423811, 4065.9222951612996, 4218.785953198396],[845.1600162410006, 1436.8442870451397, 1687.3986888367854, 3026.4530617309656, 3730.538859618618, 4792.6032339748845]	[238.06759427160662, 667.0460188570376],[391.6537201331143, 283.96715833292916, 273.7843216279113, 944.730914659299],[266.99962823446253, 174.94988373370145, 374.10670084300557, 1652.1929283157494, 2935.273805975648],[265.88008769534747, 261.6332948745194, 911.3375298444486, 214.27882031430772, 528.118025148091, 632.9506111819004]			5	1	4			99	99	99
902	7	t	WL	TT	England	IT	ARI			yes	>6		BATH	m	36						./INPUTFILES/Teachers/ARI_Dass/	F		0			AE	1	sp	after	sp	877.4	1262.4	2180.8	128.9	117	4430.9	41.971	41.914	42.027	0.113	ae	fricative	labiodental	voiceless		complex_one_syl			SP	F	initial	1	SP	AE1 F T ER0	SP	890.4562	1256.5698	867.6252	1260.0316	877.4294	1262.4386	869.484	1262.6683	839.2951	1273.1469	561.937	1117.416				145.1915019035		6	5	[1115.8621109867063, 3295.7225417586014],[1023.9181426241576, 1342.4012237545548, 3261.5716292837606, 4572.2020907676515],[874.0815500491905, 1260.5809662235745, 2590.6548340986083, 3387.404760305816, 4736.264394088826],[877.4293973026668, 1262.4386231927485, 2180.7789558144273, 2651.930602001611, 3404.7503585243876, 4756.184530647373]	[120.56631528209233, 514.0845263616833],[228.18634609039916, 590.0836564932517, 251.79362126362133, 1312.2488234263699],[117.14603479922978, 103.3480620892873, 494.03464642051813, 144.8142792841102, 329.3155994162558],[128.90237492951928, 116.956947558235, 4430.898287280099, 528.0079489090131, 152.0856763098453, 257.25049741026316]			6	2	2			99	99	99
904	7	t	RP	TT	England	IT	ARI			yes	>6		BATH	m	36						./INPUTFILES/Teachers/ARI_Dass/	F		0			AE	1	sp	sample	sp	837.4	1327.7	2239.5	111.8	93.1	670.3	3.962	3.908	4.016	0.108	ae	nasal	labial	voiced	oral_apical	complex_one_syl			S	M	internal	2	SP	S AE1 M P AH0 L	SP	886.9398	1505.2512	867.9217	1423.3395	837.4312	1327.6785	812.4931	1317.8475	838.763	1299.6139	537.819	1155.337				114.4908298948		5	5	[1151.848272976997, 1415.5196733141163, 4148.9513762812585],[914.7323868641116, 1388.1394277382483, 3131.521351733951, 4680.83207144318],[837.431210957926, 1327.6785060302782, 2239.5468238045096, 3511.082854528883, 4840.352004403566],[811.4604883994218, 1299.4503582587413, 1902.8828712961965, 2927.144040499147, 3697.433033308568, 4902.523926891834]	[297.5383950890383, 1211.7832946296699, 1544.2273918937492],[231.02991817089648, 199.46127865162455, 921.2538659415673, 1342.66304323165],[111.79105871271939, 93.078251635898, 670.3336931270347, 496.85131978267214, 595.5566822504305],[82.1338800996899, 88.87313482612973, 661.3870189512568, 971.4170261359509, 599.0357550650465, 424.1304212842124]			5	1	4			99	99	99
909	7	t	RP	TT	England	IT	ARI			yes	>6		BATH	m	36						./INPUTFILES/Teachers/ARI_Dass/	F		0			AE	1	sp	bath	sp	857.1	1325	2706.8	61.7	117.1	388.5	7.959	7.87	8.048	0.178	ae	fricative	interdental	voiceless	oral_labial				B	TH	internal	2	SP	B AE1 TH	SP	812.3715	1388.8432	914.0857	1460.5465	946.4968	1478.7294	1076.5197	1494.8705	1007.2759	1562.5952	549.737	1153.652				112.1565378968		4	5	[1046.90674492681, 3234.2560137893956],[946.4967589884566, 1478.7293699464906, 3226.341594618345, 4648.0346751737625],[858.7546555295412, 1326.5816783920602, 2707.6413465055966, 3479.8194088775394, 4884.707684372234],[849.6146422507297, 1305.893937673236, 2532.8041290167084, 2774.992187599997, 3529.9768901135412, 4922.065298193557]	[168.15132605311257, 809.9720014364746],[174.26236092752646, 642.6216047812427, 354.9220571480247, 1561.223107149268],[58.847541225473904, 113.27966444404329, 384.7560155013164, 284.54667483741974, 685.4709014478489],[50.06384964513962, 106.54808478278777, 1866.007421112348, 609.8589346366045, 350.77218831541416, 500.2433815927089]			5	4	3			99	99	99
1055	8	t	WL	TT	Trinidad	AT	ARI			no	0		BATH	m	46						./INPUTFILES/Teachers/ARI_Frederick/	M		0			AE	1	sp	after	sp	745.6	1117.5	2144.5	47.7	68.3	362.6	53.947	53.876	54.017	0.141	ae	fricative	labiodental	voiceless		complex_one_syl			SP	F	initial	1	SP	AE1 F T ER0	SP	754.1902	1124.7323	743.2407	1116.949	745.6037	1117.5264	742.2863	1122.611	722.8338	1109.2189	609.985	1203.371				64.7757978415		6	5	[897.7904722136142, 1361.133122899263, 3593.381785954501],[818.373286640172, 1202.3933536269217, 2777.2309462225794, 3947.659144375386],[748.1951770527263, 1121.2620009600037, 2138.355265084614, 3405.8202760025742, 4467.4047787573],[745.6037435527732, 1117.5263829503149, 2144.522555147538, 2166.369210550982, 3426.1233944192677, 4475.540477020623]	[166.96325965229389, 966.4892668975724, 1015.5875308910852],[157.3421570088026, 335.38557569638704, 1069.7465636400648, 1025.9224817618274],[48.81810195120091, 66.93648810150343, 314.12291649826545, 376.67197498423445, 1063.589508019095],[47.68501991285316, 68.33009336340399, 362.59829709193895, 3123.212889309308, 338.0171534739582, 805.0059608171038]			6	2	2			99	99	99
1057	8	t	RP	TT	Trinidad	AT	ARI			no	0		BATH	m	46						./INPUTFILES/Teachers/ARI_Frederick/	M		0			AE	1	sp	sample	sp	703.9	1190.3	2036.3	61.2	66.1	1619.5	4.563	4.503	4.623	0.12	ae	nasal	labial	voiced	oral_apical	complex_one_syl			S	M	internal	2	SP	S AE1 M P AH0 L	SP	630.8612	1203.9662	664.1416	1206.0237	703.907	1190.2672	711.026	1154.1429	709.9718	1114.8087	579.58	1253.371				8.1089432727		6	6	[947.0422286334224, 1331.3742127633216, 3539.6137667830208],[807.902020553087, 1271.0528450698332, 2786.882153646152, 3701.260892033641],[711.3763683742777, 1197.8885676154725, 2077.9616835920333, 3365.0519405118453, 4093.8404445791202],[703.9070277953617, 1190.2672085574138, 2036.3204445736308, 2120.3683129516858, 3413.8386623885813, 4178.209191479902]	[355.8424182087056, 702.9418792202908, 478.9026635750858],[273.0904328744121, 276.36104037455954, 1296.794636977676, 517.4832296054418],[63.760979543661215, 56.42434888082569, 285.74188549230377, 257.04013416090163, 468.0960161581262],[61.242792135156456, 66.14337465489662, 1619.4709353477228, 492.9529318586318, 170.169828122542, 274.2035967088317]			6	2	2			99	99	99
